algorithm,scenario,cost_function,level,name,value
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_15,5.046497911962433e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_15,0.1402913589477539
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_16,5.172229052636968e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_16,0.1402314747011911
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_17,1.0313208442097592e-06
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_17,0.2654634761809444
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_2,1.0135843135443437e-06
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_2,0.2661949676475552
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_3,5.175720780113001e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_3,0.1405288237815078
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_4,7.144626566726839e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_4,0.1424999993278066
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_5,7.144627025006704e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_5,0.14250000521668
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_6,1.2632566599331974e-06
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_6,0.2663200907810746
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_7,5.718146911057027e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_7,0.1410711141136603
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_8,1.028030070126068e-06
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_8,0.2663538118724391
MATD3,E1,building_battery_health_capacity_fade_ratio,building,Building_9,5.244037609692395e-07
MATD3,E1,building_battery_health_equivalent_full_cycles_count,building,Building_9,0.1408530629199484
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_1,1.0767238735323404e-06
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_1,0.2673361001229021
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_10,5.815762564030512e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_10,0.1408756043725554
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_11,5.189144086139375e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_11,0.1401220579513558
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_12,5.269827044109456e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_12,0.140728823665754
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_13,1.146974097398403e-06
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_13,0.2661438263701106
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_14,5.088302150318363e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_14,0.1404596228786951
MATD3,E2,building_battery_health_capacity_fade_ratio,building,Building_15,5.046497911962433e-07
MATD3,E2,building_battery_health_equivalent_full_cycles_count,building,Building_15,0.1402913589477539
